n_evt=985
(0, 'arrival', 0)
(47.287638432392065, 'arrival', 1)
(57.27571550618587, 'arrival', 2)
(74.57848837958309, 'arrival', 3)
(86.62577649084477, 'arrival', 4)
(115.81196445346782, 'arrival', 5)
(139.23080118411224, 'arrival', 6)
(186.22363230060486, 'arrival', 7)
(195.83554637612903, 'arrival', 8)
(304.76074717323985, 'departure', 6)
(320.14421120318843, 'departure', 1)
(331.2356075450017, 'arrival', 9)
(408.7183611289606, 'arrival', 10)
(410.32751126749605, 'departure', 4)
(415.2530903897612, 'departure', 2)
(452.3420397780221, 'arrival', 11)
(490.7407803886589, 'arrival', 12)
(494.27877836884477, 'arrival', 13)
(525.7416257310906, 'arrival', 14)
(594.357147550321, 'departure', 10)
(639.0546273642565, 'arrival', 15)
(667.8741808498715, 'departure', 7)
(705.8805907347653, 'arrival', 16)
(760.3772051758407, 'arrival', 17)
(760.8485790934888, 'arrival', 18)
(777.8108051132568, 'arrival', 19)
(779.0111999097003, 'departure', 13)
(810.2054435036655, 'departure', 12)
(814.580200648582, 'arrival', 20)
(815.1519370637665, 'departure', 20)
(837.2596906984288, 'arrival', 21)
(840.3509121769245, 'departure', 3)
(846.5795580996082, 'arrival', 22)
(856.7658899833605, 'departure', 16)
(914.7079673207472, 'arrival', 23)
(930.3035555326117, 'departure', 0)
(942.6478935448669, 'arrival', 24)
(963.1508815189397, 'departure', 15)
(1020.7276157019398, 'departure', 23)
(1043.2522548877675, 'departure', 22)
(1056.9063744665577, 'arrival', 25)
(1076.7114448003379, 'arrival', 26)
(1078.9565712546953, 'departure', 24)
(1089.5695376345152, 'arrival', 27)
(1118.6446006861793, 'departure', 26)
(1158.1879199631794, 'departure', 17)
(1162.173211691173, 'departure', 9)
(1179.5890541304952, 'arrival', 28)
(1206.2999798410856, 'arrival', 29)
(1232.7278778966763, 'arrival', 30)
(1237.3269421807358, 'departure', 28)
(1258.6327284476106, 'arrival', 31)
(1289.4422845933425, 'arrival', 32)
(1309.0678643584968, 'arrival', 33)
(1309.4091986147982, 'departure', 5)
(1325.2669405530564, 'arrival', 34)
(1336.6987573717265, 'arrival', 35)
(1343.5884754113508, 'arrival', 36)
(1379.222885062472, 'arrival', 37)
(1382.36014134314, 'arrival', 38)
(1396.804349190822, 'departure', 18)
(1398.4006451327175, 'departure', 8)
(1441.6836910121365, 'departure', 35)
(1444.1474998762649, 'departure', 27)
(1452.150333350773, 'arrival', 39)
(1513.7529100544832, 'arrival', 40)
(1597.8595064389901, 'departure', 11)
(1599.2536126443388, 'arrival', 41)
(1615.8010544659855, 'arrival', 42)
(1626.5496763640765, 'arrival', 43)
(1648.8527312734507, 'departure', 19)
(1689.6729745162602, 'arrival', 44)
(1702.8616110475325, 'departure', 37)
(1719.3767518029917, 'arrival', 45)
(1732.3437373055456, 'departure', 32)
(1746.7287342862896, 'departure', 14)
(1748.2692406811072, 'arrival', 46)
(1753.866481800463, 'departure', 34)
(1762.5932176844185, 'departure', 33)
(1784.2536281395946, 'arrival', 47)
(1817.960804966494, 'departure', 36)
(1819.3434271125066, 'departure', 29)
(1848.2339900161116, 'departure', 21)
(1867.1938516180173, 'arrival', 48)
(1869.6378629867263, 'departure', 25)
(1870.05932748972, 'arrival', 49)
(1892.2725472675234, 'arrival', 50)
(1954.4335731192646, 'arrival', 51)
(1988.170525323168, 'departure', 41)
(1998.2623804462207, 'arrival', 52)
(2006.5641126313499, 'arrival', 53)
(2020.0397808416346, 'arrival', 54)
(2023.5743063766479, 'arrival', 55)
(2047.6999184142442, 'departure', 46)
(2060.5534691379753, 'departure', 52)
(2063.4489150593527, 'arrival', 56)
(2074.9887670665985, 'departure', 30)
(2086.5934479514144, 'departure', 56)
(2090.951243666838, 'departure', 38)
(2091.8822988765623, 'arrival', 57)
(2093.653114887655, 'departure', 51)
(2102.696281160745, 'departure', 55)
(2117.3487842003574, 'arrival', 58)
(2118.2507717432595, 'arrival', 59)
(2149.3262273127493, 'arrival', 60)
(2165.8689249153426, 'arrival', 61)
(2226.6715853966025, 'departure', 42)
(2297.1420934994153, 'arrival', 62)
(2297.871227205529, 'arrival', 63)
(2304.6889851588853, 'arrival', 64)
(2312.5707304680595, 'arrival', 65)
(2315.677466053284, 'departure', 62)
(2344.444472917615, 'departure', 49)
(2370.82374510473, 'departure', 64)
(2389.5978322583974, 'departure', 50)
(2396.9977308086927, 'departure', 61)
(2404.7084347032164, 'arrival', 66)
(2416.231489144327, 'departure', 66)
(2423.190502944654, 'arrival', 67)
(2433.2237309982065, 'arrival', 68)
(2461.2198308970997, 'departure', 43)
(2467.926291624522, 'arrival', 69)
(2474.554248247366, 'arrival', 70)
(2475.893415705062, 'arrival', 71)
(2476.7049114019323, 'departure', 67)
(2529.0857363133136, 'departure', 71)
(2557.986277606768, 'departure', 68)
(2578.281656454424, 'departure', 60)
(2622.179611034136, 'departure', 59)
(2623.981378971038, 'arrival', 72)
(2638.782455800901, 'arrival', 73)
(2655.4979390724156, 'departure', 48)
(2655.993498006445, 'departure', 40)
(2683.543929586954, 'departure', 69)
(2687.987293820901, 'departure', 58)
(2699.521682894437, 'arrival', 74)
(2705.709568651423, 'arrival', 75)
(2735.15068569477, 'departure', 72)
(2736.6055330216705, 'departure', 39)
(2797.920653561133, 'departure', 53)
(2816.7560325439395, 'departure', 44)
(2818.9652586187512, 'arrival', 76)
(2824.777632378857, 'departure', 70)
(2848.86730180045, 'departure', 76)
(2856.5530835604904, 'arrival', 77)
(2866.2134465540703, 'departure', 54)
(2870.520598458498, 'arrival', 78)
(2900.797305688192, 'arrival', 79)
(2907.2024093500795, 'arrival', 80)
(2918.513495130148, 'departure', 31)
(2924.7848229698575, 'arrival', 81)
(2948.4680590889516, 'arrival', 82)
(2963.1962751171855, 'arrival', 83)
(2972.827155097243, 'arrival', 84)
(2973.244298331397, 'arrival', 85)
(2986.889213878995, 'arrival', 86)
(2997.880261774072, 'arrival', 87)
(3010.2759724871607, 'departure', 86)
(3014.820070974078, 'departure', 78)
(3099.892374506428, 'arrival', 88)
(3111.209238318788, 'arrival', 89)
(3119.159654996875, 'departure', 65)
(3135.04882607349, 'departure', 82)
(3135.184486609113, 'departure', 87)
(3192.7769354033735, 'departure', 79)
(3209.065513524419, 'arrival', 90)
(3214.8971320899373, 'departure', 45)
(3226.1773122024506, 'departure', 80)
(3241.4129086359653, 'arrival', 91)
(3257.7812806073557, 'arrival', 92)
(3264.057827546445, 'departure', 75)
(3292.854766164969, 'arrival', 93)
(3293.6174584972637, 'departure', 93)
(3295.944081669417, 'departure', 57)
(3296.4177374352794, 'departure', 73)
(3299.973979146994, 'arrival', 94)
(3309.0962680598864, 'arrival', 95)
(3316.998740499086, 'departure', 88)
(3324.958189497056, 'arrival', 96)
(3333.72911412041, 'departure', 89)
(3345.739222828848, 'departure', 81)
(3352.947531615312, 'arrival', 97)
(3370.1012395721355, 'arrival', 98)
(3383.9999636499006, 'departure', 84)
(3388.1570453674767, 'arrival', 99)
(3389.7540194530466, 'arrival', 100)
(3399.7560507882754, 'arrival', 101)
(3424.751794683889, 'arrival', 102)
(3452.2244171296375, 'arrival', 103)
(3485.5575967231266, 'departure', 101)
(3503.5084439150987, 'departure', 94)
(3523.9940641345656, 'arrival', 104)
(3525.3557978540503, 'departure', 92)
(3536.46243430531, 'arrival', 105)
(3591.6531666604396, 'arrival', 106)
(3620.512151461946, 'departure', 97)
(3647.437261407098, 'arrival', 107)
(3649.817975012457, 'departure', 85)
(3684.4649908201864, 'departure', 100)
(3711.2821407755146, 'departure', 90)
(3751.5655276472903, 'departure', 107)
(3758.7504490642687, 'departure', 102)
(3790.089701087452, 'departure', 77)
(3816.322932590517, 'departure', 95)
(3850.978279391934, 'departure', 105)
(3865.1794619780167, 'departure', 104)
(3870.1337198371994, 'departure', 91)
(3872.2310809591927, 'departure', 83)
(3895.874007977704, 'arrival', 108)
(3898.7792499960074, 'arrival', 109)
(3920.3692332548117, 'departure', 63)
(3930.8015977084524, 'departure', 99)
(3952.987775262731, 'departure', 74)
(3975.1463516155754, 'departure', 98)
(4043.084818766967, 'arrival', 110)
(4080.9116324002, 'arrival', 111)
(4088.918096190235, 'arrival', 112)
(4088.9967744619235, 'arrival', 113)
(4114.047093261769, 'arrival', 114)
(4118.26671234462, 'arrival', 115)
(4156.463252333335, 'departure', 103)
(4165.4979425537285, 'departure', 114)
(4187.224369343076, 'arrival', 116)
(4270.939816122494, 'departure', 111)
(4300.013946050349, 'departure', 110)
(4315.238001176169, 'arrival', 117)
(4351.464419171921, 'departure', 116)
(4366.375401850803, 'departure', 96)
(4368.018651896312, 'departure', 117)
(4379.362162517148, 'arrival', 118)
(4382.190332144955, 'arrival', 119)
(4397.1916643862305, 'departure', 108)
(4402.299218673372, 'arrival', 120)
(4468.161683290625, 'arrival', 121)
(4492.687482856293, 'arrival', 122)
(4506.896127496904, 'arrival', 123)
(4517.772724575053, 'arrival', 124)
(4519.156496021286, 'arrival', 125)
(4527.147222903276, 'departure', 124)
(4539.762427375446, 'departure', 121)
(4542.7848337791875, 'departure', 119)
(4545.280276942439, 'departure', 109)
(4546.398181146453, 'arrival', 126)
(4578.299688849147, 'departure', 47)
(4631.439267689289, 'departure', 106)
(4632.029341162047, 'departure', 118)
(4639.322296903722, 'arrival', 127)
(4640.752704626299, 'arrival', 128)
(4642.1294812757405, 'departure', 115)
(4681.032659378452, 'arrival', 129)
(4720.645306447991, 'departure', 112)
(4722.567240031599, 'arrival', 130)
(4756.6353582355605, 'arrival', 131)
(4782.369899969338, 'arrival', 132)
(4811.856953891473, 'arrival', 133)
(4816.325402601431, 'departure', 133)
(4817.314400175641, 'arrival', 134)
(4869.276229346203, 'arrival', 135)
(4883.038777995861, 'arrival', 136)
(4884.441306418336, 'arrival', 137)
(4898.868433851193, 'departure', 132)
(4954.041395439123, 'departure', 113)
(4973.921240626365, 'departure', 137)
(4989.600735947434, 'departure', 131)
(5018.195339684892, 'arrival', 138)
(5018.7187105822995, 'departure', 122)
(5020.10324842104, 'departure', 134)
(5034.934774694085, 'arrival', 139)
(5046.511456452872, 'arrival', 140)
(5055.646462733168, 'arrival', 141)
(5062.24470349909, 'arrival', 142)
(5064.694668695664, 'arrival', 143)
(5077.970405526244, 'arrival', 144)
(5080.37624701981, 'departure', 141)
(5081.460220415748, 'arrival', 145)
(5090.433521624, 'departure', 125)
(5102.87565070741, 'arrival', 146)
(5188.229481501556, 'departure', 120)
(5189.1102185008385, 'departure', 138)
(5213.662807142841, 'departure', 129)
(5227.519256749249, 'arrival', 147)
(5249.258300570926, 'arrival', 148)
(5267.793598478836, 'arrival', 149)
(5312.029806426078, 'arrival', 150)
(5322.755435252182, 'departure', 143)
(5332.172519200259, 'departure', 128)
(5345.804236949322, 'departure', 144)
(5367.539330175865, 'departure', 136)
(5371.617249471198, 'departure', 140)
(5396.091364560651, 'arrival', 151)
(5411.788637942821, 'arrival', 152)
(5432.41675409229, 'departure', 142)
(5432.507337773903, 'departure', 139)
(5438.051018647529, 'departure', 147)
(5445.739999964124, 'arrival', 153)
(5447.49229041577, 'departure', 149)
(5448.689005039206, 'arrival', 154)
(5450.79254218935, 'arrival', 155)
(5454.733535557816, 'departure', 155)
(5467.477823251593, 'arrival', 156)
(5479.790925644333, 'departure', 153)
(5487.317614710878, 'arrival', 157)
(5503.086619775873, 'departure', 135)
(5516.624568268858, 'arrival', 158)
(5534.227025981005, 'departure', 123)
(5534.9572015999465, 'arrival', 159)
(5683.685681623972, 'arrival', 160)
(5733.720106016128, 'arrival', 161)
(5748.5193682779445, 'arrival', 162)
(5764.6524409179, 'departure', 159)
(5781.513393313258, 'departure', 162)
(5814.919674217915, 'arrival', 163)
(5822.637608355028, 'departure', 157)
(5833.4257036937115, 'departure', 156)
(5834.857892548417, 'departure', 160)
(5842.468991868471, 'departure', 127)
(5850.570642546306, 'departure', 148)
(5887.597549103659, 'departure', 130)
(5888.83413197951, 'departure', 151)
(5892.691497337639, 'arrival', 164)
(5930.3534407013585, 'arrival', 165)
(5947.267466131127, 'arrival', 166)
(5948.701245505837, 'arrival', 167)
(5956.808296626078, 'arrival', 168)
(5964.1619406141135, 'arrival', 169)
(5990.51261607346, 'arrival', 170)
(5993.651354126362, 'departure', 165)
(6010.458865003997, 'departure', 126)
(6015.85178817251, 'departure', 161)
(6021.824474994515, 'departure', 146)
(6035.9279290364275, 'departure', 168)
(6063.379779390441, 'departure', 166)
(6072.557620202548, 'departure', 170)
(6085.253157189295, 'departure', 158)
(6139.914555184103, 'arrival', 171)
(6141.575397187745, 'departure', 154)
(6145.269245669086, 'arrival', 172)
(6183.243043741885, 'arrival', 173)
(6193.07741500292, 'departure', 164)
(6201.59522918225, 'departure', 169)
(6206.043076563284, 'arrival', 174)
(6219.019314967378, 'arrival', 175)
(6242.0341156713675, 'arrival', 176)
(6249.555308683463, 'arrival', 177)
(6257.7849634289605, 'arrival', 178)
(6278.030068845996, 'departure', 145)
(6367.291239160314, 'arrival', 179)
(6405.628850450037, 'departure', 172)
(6420.257533192575, 'departure', 163)
(6424.10454743163, 'arrival', 180)
(6429.457862702015, 'arrival', 181)
(6436.077210161782, 'departure', 150)
(6442.1608178717315, 'departure', 180)
(6465.709618615078, 'departure', 178)
(6480.566139962354, 'arrival', 182)
(6509.717633192664, 'arrival', 183)
(6564.036222516018, 'departure', 175)
(6564.562702330307, 'arrival', 184)
(6567.510744842052, 'arrival', 185)
(6568.851200459501, 'arrival', 186)
(6570.233886206986, 'arrival', 187)
(6577.90801917135, 'departure', 181)
(6577.9354671674255, 'departure', 187)
(6598.894413981031, 'departure', 184)
(6632.154180793052, 'arrival', 188)
(6637.993354962179, 'arrival', 189)
(6673.571916762448, 'arrival', 190)
(6696.355814937704, 'departure', 186)
(6697.011813276282, 'arrival', 191)
(6718.558884003573, 'departure', 189)
(6720.065575857994, 'departure', 177)
(6720.279020375877, 'arrival', 192)
(6758.111677359778, 'arrival', 193)
(6796.468698164807, 'departure', 176)
(6805.38444303217, 'arrival', 194)
(6832.83671860075, 'departure', 188)
(6851.19207629327, 'arrival', 195)
(6858.885538185305, 'arrival', 196)
(6889.313284120244, 'arrival', 197)
(6911.253030975113, 'arrival', 198)
(6927.651463903332, 'arrival', 199)
(6991.182667777523, 'arrival', 200)
(7026.848660930775, 'arrival', 201)
(7026.969023679387, 'departure', 201)
(7033.543825952897, 'arrival', 202)
(7043.332015423967, 'arrival', 203)
(7077.268502294795, 'departure', 203)
(7108.8413655487, 'arrival', 204)
(7120.864364286439, 'arrival', 205)
(7142.875216855156, 'departure', 183)
(7146.787334824495, 'departure', 192)
